Company,Province,Issue Date,Prize 0,Prize 1,Prize 2,Prize 3,Prize 4,Prize 5,Prize 6,Prize 7,Prize 8,Info Prize
XSMT,Đà Nẵng,2022-09-17T18:00,853656,44859,33062,18618-60712,14412-38674-56641-86020-70830-49592-74720,8075,0017-3578-5113,459,21
XSMT,Đắc Nông,2022-09-17T18:00,137609,09755,07148,36802-99003,89573-72377-09376-15572-10083-00810-42816,1687,9168-1478-7332,166,57
XSMT,Quảng Ngãi,2022-09-17T18:00,800859,86405,90092,77064-03488,22573-68344-63939-99417-15979-55910-79604,6838,7469-3414-2581,456,53
