Company,Province,Issue Date,Prize 0,Prize 1,Prize 2,Prize 3,Prize 4,Prize 5,Prize 6,Prize 7,Prize 8
XSMN,Bình Dương,16-09-2022,893906,96640,35557,44864-66941,09674-46476-53461-08650-74495-40785-36767,2108,1727-8527-7698,826,28
XSMN,Trà Vinh,16-09-2022,133100,21957,14367,44931-71089,15631-44590-56831-89011-45562-08897-81892,5373,5477-0377-7029,970,04
XSMN,Vĩnh Long,16-09-2022,143375,26794,63449,16018-78388,47095-82103-60806-83259-52070-73904-66874,9145,3242-4071-3672,208,64
