Company,Province,Issue Date,Prize 0,Prize 1,Prize 2,Prize 3,Prize 4,Prize 5,Prize 6,Prize 7,Prize 8,Info Prize
XSMT,Gia Lai,2022-09-16T18:00,785813,41425,98894,03975-70847,64562-90084-36162-02130-48062-67051-84684,9892,6295-8262-6597,907,57
XSMT,Ninh Thuận,2022-09-16T18:00,812452,69533,82092,09766-39001,00069-00159-44475-00917-84601-00517-11977,0374,6858-7938-6232,314,76
