Company,Province,Issue Date,Prize 0,Prize 1,Prize 2,Prize 3, Prize 4,Prize 5, Prize 6, Prize 7,Prize 8
BAC,,17-09-2022,55890,82995,85254-99868,74363-31000-98734-25095-92211-67172,5992-5247-0426-6302,1049-1972-3323-0748-3642-0676,084-250-098,65-71-29-25,
